,Name,Class,Role,Tier,Score,Trend,Win %,Role %,Pick %,Ban %,KDA,Patch
2417,Cassiopeia,Mage,TOP,B,45.4,6.01,51.32,12.41,0.33,1.55,1.8,12.19
2418,Cassiopeia,Mage,MID,B,44.92,-6.61,51.13,75.96,1.92,1.56,2.11,12.19
2419,Cho'Gath,Tank,TOP,B,47.48,0.02,50.17,66.6,1.64,0.64,2.09,12.19
2420,Cho'Gath,Tank,MID,C,38.32,-3.4,49.66,20.77,0.41,0.66,2.29,12.19
2421,Corki,Marksman,MID,C,37.81,1.2,48.85,88.46,0.96,0.19,2.14,12.19
2422,Darius,Fighter,TOP,S,66.43,-6.08,49.24,93.4,9.5,25.05,1.83,12.19
2423,Diana,Fighter,JUNGLE,S,61.69,-7.8,51.28,80.42,6.48,6.03,2.53,12.19
2424,Diana,Fighter,MID,B,45.27,-2.75,52.05,18.06,1.44,6.03,2.12,12.19
2425,Dr. Mundo,Marksman,TOP,A,48.31,-3.26,50.01,83.57,2.14,1.2,2.11,12.19
2426,Draven,Fighter,ADC,A,53.12,-2.02,50.57,95.39,6.93,25.99,2.16,12.19
2427,Ekko,Assassin,JUNGLE,God,70.18,15.02,51.96,64.95,7.54,5.7,2.89,12.19
2428,Ekko,Assassin,MID,A,53.14,6.74,51.64,33.12,3.56,5.7,2.39,12.19
2429,Elise,Mage,JUNGLE,B,45.63,3.74,51.19,93.28,2.73,2.52,2.82,12.19
2430,Evelynn,Assassin,JUNGLE,B,46.92,1.5,49.14,98.16,3.82,3.86,3.0,12.19
2431,Ezreal,Marksman,ADC,S,62.61,-2.91,48.86,95.09,14.3,2.75,2.49,12.19
2432,Fiddlesticks,Mage,JUNGLE,S,55.39,1.74,52.67,88.13,3.97,5.31,2.87,12.19
2433,Fiora,Fighter,TOP,S,61.46,-0.38,49.81,97.69,8.11,16.99,1.74,12.19
2434,Fizz,Assassin,MID,A,52.57,8.69,51.08,95.94,3.66,4.24,2.44,12.19
2435,Galio,Tank,MID,A,48.46,-2.92,50.54,79.27,2.39,0.41,2.72,12.19
2436,Galio,Tank,SUPPORT,D,33.58,7.68,49.02,17.33,0.45,0.41,2.32,12.19
2437,Gangplank,Fighter,TOP,A,49.76,-0.5,47.94,78.93,4.86,5.28,1.96,12.19
2438,Gangplank,Fighter,MID,D,36.11,-3.83,47.01,21.24,1.41,5.35,2.13,12.19
2439,Garen,Fighter,TOP,S,56.0,-1.17,50.35,83.79,5.87,2.34,2.0,12.19
2440,Gnar,Fighter,TOP,B,44.96,-1.09,47.15,97.02,3.62,0.73,1.88,12.19
2441,Gragas,Fighter,MID,B,43.66,-1.43,51.67,15.64,0.59,0.51,2.52,12.19
2442,Gragas,Fighter,TOP,B,43.17,-1.19,47.65,47.72,1.72,0.51,2.1,12.19
2443,Gragas,Fighter,JUNGLE,D,32.43,2.07,48.55,24.26,0.89,0.51,3.01,12.19
2444,Gragas,Fighter,SUPPORT,D,30.54,3.01,47.84,11.7,0.38,0.51,2.23,12.19
2445,Graves,Marksman,JUNGLE,God,92.37,9.3,49.57,91.61,12.74,11.39,2.66,12.19
2446,Gwen,Fighter,TOP,C,42.0,0.18,47.72,85.25,2.17,0.86,1.68,12.19
2447,Hecarim,Fighter,JUNGLE,God,72.17,-19.35,48.93,98.78,7.86,21.19,2.77,12.19
2448,Heimerdinger,Mage,MID,A,48.33,1.37,54.01,38.74,1.46,2.53,2.04,12.19
2449,Heimerdinger,Mage,TOP,B,48.12,4.33,52.37,22.05,0.76,2.53,1.8,12.19
2450,Heimerdinger,Mage,ADC,B,46.97,8.16,57.03,14.3,0.42,2.53,2.33,12.19
2451,Heimerdinger,Mage,SUPPORT,C,39.54,5.28,52.05,24.46,0.87,2.53,1.98,12.19
2452,Illaoi,Fighter,TOP,B,47.43,-2.51,49.9,92.73,3.33,5.59,1.45,12.19
2453,Irelia,Fighter,TOP,A,52.05,-1.1,49.83,54.11,4.68,13.82,1.65,12.19
2454,Irelia,Fighter,MID,A,50.63,-1.62,50.74,44.42,3.8,13.82,1.83,12.19
2455,Ivern,Support,JUNGLE,C,39.84,5.21,50.67,75.44,0.96,0.43,3.38,12.19
2456,Ivern,Support,SUPPORT,D,27.86,5.79,46.41,12.11,0.15,0.43,2.45,12.19
2457,Janna,Support,SUPPORT,S,64.78,-7.26,52.32,97.54,6.27,2.79,3.24,12.19
2458,Jarvan IV,Tank,JUNGLE,A,51.54,2.25,51.17,90.09,3.59,0.33,3.25,12.19
2459,Jax,Fighter,TOP,S,56.09,-0.55,50.87,84.97,5.88,7.47,1.71,12.19
2460,Jax,Fighter,JUNGLE,D,27.48,-3.73,48.36,13.0,0.88,7.1,2.21,12.19
2461,Jayce,Fighter,TOP,C,41.27,-1.94,47.13,80.46,2.1,0.3,1.77,12.19
2462,Jayce,Fighter,MID,C,37.73,-5.96,49.67,17.62,0.43,0.3,2.16,12.19
2463,Jhin,Marksman,ADC,S,64.62,-4.82,50.0,97.07,12.62,2.75,3.04,12.19
2464,Jinx,Marksman,ADC,A,55.21,10.84,51.29,98.22,9.3,0.8,2.37,12.19
2465,Kai'Sa,Marksman,ADC,God,90.19,11.62,50.12,95.58,24.83,5.58,2.54,12.19
2466,Kalista,Marksman,ADC,C,37.38,0.08,47.7,93.59,4.44,3.01,2.27,12.19
2467,Karma,Mage,SUPPORT,A,54.98,-4.12,48.45,84.13,6.49,1.7,2.7,12.19
2468,Karthus,Mage,ADC,C,42.26,0.82,54.37,17.78,0.72,3.22,2.3,12.19
2469,Karthus,Mage,JUNGLE,C,40.64,2.85,50.1,62.35,2.4,3.22,2.61,12.19
2470,Karthus,Mage,MID,C,39.64,-1.37,50.39,12.02,0.41,3.22,2.28,12.19
2471,Kassadin,Assassin,MID,A,50.64,-1.34,49.94,96.64,3.43,7.88,2.5,12.19
2472,Katarina,Assassin,MID,S,63.53,-4.79,49.44,95.84,7.42,10.83,2.36,12.19
2473,Kayle,Fighter,TOP,B,46.5,-3.99,49.49,79.09,2.63,1.04,1.76,12.19
2474,Kayle,Fighter,MID,C,41.0,-2.02,51.22,17.23,0.48,1.04,2.23,12.19
2475,Kayn,Fighter,JUNGLE,God,72.84,-20.19,50.06,97.25,8.77,14.77,2.47,12.19
2476,Kennen,Mage,MID,B,45.97,3.56,53.39,16.23,0.33,0.51,2.53,12.19
2477,Kennen,Mage,TOP,B,43.49,-3.16,47.91,80.4,1.82,0.57,2.03,12.19
2478,Kha'Zix,Assassin,JUNGLE,A,53.95,-3.28,51.01,98.34,4.99,2.59,2.62,12.19
2479,Kindred,Marksman,JUNGLE,A,52.13,-0.66,50.26,95.23,5.14,6.22,2.3,12.19
2480,Kled,Fighter,TOP,A,50.87,1.7,51.07,89.18,1.77,0.82,2.38,12.19
2481,Kog'Maw,Marksman,ADC,D,35.11,-2.64,49.77,86.59,1.86,0.44,2.2,12.19
2482,LeBlanc,Assassin,MID,A,51.1,-1.15,48.29,93.14,4.05,6.14,2.82,12.19
2483,Lee Sin,Fighter,JUNGLE,God,72.11,-11.9,47.4,94.1,10.58,4.85,2.78,12.19
2484,Leona,Tank,SUPPORT,S,57.18,-0.95,49.6,98.7,6.69,5.03,2.36,12.19
2485,Lillia,Fighter,JUNGLE,B,47.38,-2.17,49.83,77.78,3.97,2.13,2.74,12.19
2486,Lillia,Fighter,TOP,B,46.32,-2.66,50.11,18.5,1.01,2.13,2.13,12.19
2487,Lissandra,Mage,MID,B,46.54,4.74,50.32,92.77,2.45,0.67,2.38,12.19
2488,Lucian,Marksman,ADC,B,44.09,-0.51,48.86,89.24,6.4,1.4,2.34,12.19
2489,Lulu,Support,SUPPORT,God,71.36,-9.72,49.04,96.99,9.24,12.56,3.02,12.19
2490,Lux,Mage,SUPPORT,God,72.92,-3.5,51.18,67.99,9.45,7.32,2.52,12.19
2491,Lux,Mage,MID,A,54.58,-4.11,50.21,29.26,3.98,7.32,2.8,12.19
2492,Malphite,Tank,TOP,A,49.26,-0.3,48.93,68.24,2.92,1.97,2.35,12.19
2493,Malphite,Tank,MID,C,41.78,2.94,50.51,14.91,0.69,1.96,2.49,12.19
2494,Malphite,Tank,SUPPORT,D,23.62,-0.87,44.39,13.59,0.66,1.94,2.02,12.19
2495,Malzahar,Mage,MID,A,49.22,-0.72,51.57,90.99,2.58,2.92,2.35,12.19
2496,Maokai,Tank,TOP,S,56.59,-1.7,51.08,33.66,4.47,6.66,2.32,12.19
2497,Maokai,Tank,JUNGLE,S,55.59,11.97,52.87,27.83,3.44,6.66,3.18,12.19
2498,Maokai,Tank,SUPPORT,A,54.67,4.26,51.88,37.27,4.55,6.66,2.4,12.19
2499,Master Yi,Assassin,JUNGLE,God,78.12,-11.79,52.19,92.59,7.77,23.75,2.18,12.19
2500,Miss Fortune,Marksman,ADC,God,84.01,-11.76,51.8,93.04,18.55,16.13,2.4,12.19
2501,Mordekaiser,Fighter,TOP,S,59.6,-7.11,49.86,76.72,7.51,11.54,1.86,12.19
2502,Mordekaiser,Fighter,JUNGLE,C,42.03,6.87,52.86,15.7,1.41,11.54,2.39,12.19
2503,Morgana,Mage,SUPPORT,God,74.92,-9.11,50.91,89.06,7.96,25.73,2.54,12.19
2504,Nami,Support,SUPPORT,S,65.65,-0.53,51.84,99.59,6.96,0.7,3.26,12.19
2505,Nasus,Fighter,TOP,S,62.6,12.93,51.58,79.87,7.63,7.09,2.01,12.19
2506,Nautilus,Tank,SUPPORT,S,64.27,-3.14,49.54,97.79,8.45,8.91,2.29,12.19
2507,Neeko,Mage,TOP,B,46.46,4.48,51.43,12.16,0.28,0.71,1.99,12.19
2508,Neeko,Mage,MID,B,45.53,-4.21,51.17,56.53,1.78,0.66,2.3,12.19
2509,Neeko,Mage,SUPPORT,D,35.38,1.03,49.95,23.97,0.8,0.71,2.05,12.19
2510,Nidalee,Assassin,JUNGLE,B,45.75,2.71,48.12,90.59,4.04,4.04,2.98,12.19
2511,Nilah,Marksman,ADC,B,47.01,-1.42,53.38,93.5,3.52,8.21,2.31,12.19
2512,Nocturne,Assassin,JUNGLE,A,48.56,-0.99,51.44,87.7,3.46,1.86,2.68,12.19
2513,Nunu,Tank,JUNGLE,B,44.79,0.64,49.8,88.57,3.18,1.2,2.92,12.19
2514,Olaf,Fighter,TOP,A,51.23,3.17,51.75,72.11,2.75,2.37,1.83,12.19
2515,Olaf,Fighter,JUNGLE,C,38.08,4.98,52.27,25.1,0.94,2.37,2.44,12.19
2516,Orianna,Mage,MID,B,46.77,-1.65,50.45,89.89,1.94,0.15,2.7,12.19
2517,Ornn,Tank,TOP,S,58.43,-0.55,51.26,90.8,5.3,0.82,2.41,12.19
2518,Pantheon,Fighter,TOP,A,50.72,5.37,52.37,21.29,1.28,1.5,2.1,12.19
2519,Pantheon,Fighter,MID,B,42.79,-6.38,50.51,19.86,1.24,1.5,2.34,12.19
2520,Pantheon,Fighter,JUNGLE,D,35.06,4.44,49.34,28.51,1.72,1.5,2.52,12.19
2521,Pantheon,Fighter,SUPPORT,D,30.61,-4.38,45.99,28.94,1.89,1.5,1.92,12.19
2522,Poppy,Tank,TOP,B,44.27,-2.33,49.06,29.75,1.03,1.4,2.09,12.19
2523,Poppy,Tank,JUNGLE,C,37.97,3.25,49.35,60.58,2.1,1.4,2.73,12.19
2524,Pyke,Support,SUPPORT,S,66.35,-5.89,49.12,93.79,8.31,18.35,2.23,12.19
2525,Qiyana,Assassin,MID,B,43.65,2.58,49.65,67.98,2.3,1.86,2.13,12.19
2526,Qiyana,Assassin,JUNGLE,D,29.62,9.53,48.56,26.96,0.83,1.86,2.56,12.19
2527,Quinn,Marksman,TOP,B,46.93,0.05,50.77,81.62,1.28,0.7,1.92,12.19
2528,Rakan,Support,SUPPORT,A,49.04,4.3,49.53,95.69,4.0,0.25,2.85,12.19
2529,Rammus,Tank,JUNGLE,C,40.9,-14.43,48.55,85.88,2.98,6.74,2.77,12.19
2530,Rammus,Tank,TOP,D,34.35,-8.76,45.78,10.54,0.39,7.08,1.54,12.19
2531,Rek'Sai,Fighter,JUNGLE,C,38.13,-5.28,49.33,97.03,2.34,3.28,2.55,12.19
2532,Rell,Tank,SUPPORT,A,48.89,0.87,52.78,98.48,2.5,0.48,2.5,12.19
2533,Renata Glasc,Support,SUPPORT,S,55.6,-8.22,50.8,99.28,5.07,3.59,2.8,12.19
2534,Renekton,Fighter,TOP,A,49.05,-0.65,48.67,84.39,4.35,3.25,1.82,12.19
2535,Renekton,Fighter,MID,B,45.88,5.06,53.83,14.15,0.69,3.25,2.12,12.19
2536,Rengar,Assassin,TOP,B,47.93,6.48,51.79,17.71,0.79,6.14,1.93,12.19
2537,Rengar,Assassin,JUNGLE,B,45.24,2.22,50.63,79.28,3.34,6.14,2.4,12.19
2538,Riven,Fighter,TOP,A,50.72,0.27,49.87,90.24,3.82,1.54,1.97,12.19
2539,Rumble,Fighter,MID,B,47.14,-0.08,52.39,37.8,1.0,0.58,2.69,12.19
2540,Rumble,Fighter,TOP,B,43.39,-0.59,48.15,51.35,1.25,0.58,2.15,12.19
2541,Ryze,Mage,MID,C,38.62,1.92,46.96,80.45,2.16,0.13,2.2,12.19
2542,Ryze,Mage,TOP,C,37.14,5.86,46.56,16.33,0.44,0.13,1.8,12.19
2543,Samira,Marksman,ADC,S,61.17,-2.37,51.31,97.54,9.63,21.23,2.32,12.19
2544,Sejuani,Tank,JUNGLE,S,55.34,9.36,51.89,60.54,3.82,1.26,3.42,12.19
2545,Sejuani,Tank,TOP,A,54.66,3.38,52.25,35.03,2.18,1.26,2.55,12.19
2546,Senna,Marksman,SUPPORT,S,55.35,-6.66,49.19,92.85,6.27,3.25,2.56,12.19
2547,Seraphine,Mage,SUPPORT,A,53.09,-0.29,50.23,61.23,5.13,2.53,2.5,12.19
2548,Seraphine,Mage,ADC,B,46.55,0.73,53.24,26.18,1.88,2.53,2.94,12.19
2549,Seraphine,Mage,MID,B,44.98,0.27,50.73,12.28,0.98,2.53,2.85,12.19
2550,Sett,Fighter,TOP,God,69.33,-0.26,50.93,74.15,11.83,7.0,1.79,12.19
2551,Sett,Fighter,MID,A,51.71,5.58,54.58,13.81,1.88,7.0,2.18,12.19
2552,Shaco,Assassin,JUNGLE,S,56.42,-6.77,49.15,80.56,5.55,14.19,2.69,12.19
2553,Shaco,Assassin,SUPPORT,C,36.92,2.84,49.41,14.21,0.97,15.15,2.36,12.19
2554,Shen,Tank,TOP,S,61.13,-0.65,52.15,86.32,4.12,0.79,3.08,12.19
2555,Shyvana,Fighter,TOP,A,51.28,6.3,53.28,16.61,0.45,0.77,2.22,12.19
2556,Shyvana,Fighter,JUNGLE,A,49.14,7.07,53.23,81.32,2.46,0.73,2.84,12.19
2557,Singed,Tank,TOP,A,54.75,4.61,53.76,69.66,1.99,0.76,2.13,12.19
2558,Singed,Tank,MID,A,51.8,0.37,55.42,18.57,0.52,0.76,2.83,12.19
2559,Sion,Tank,TOP,A,51.38,1.71,51.62,81.6,3.65,0.74,1.58,12.19
2560,Sivir,Marksman,ADC,B,47.48,-2.25,49.18,98.45,7.21,3.72,2.44,12.19
2561,Skarner,Fighter,TOP,B,44.13,-7.18,48.99,19.75,0.17,0.14,2.41,12.19
2562,Skarner,Fighter,JUNGLE,C,37.86,3.57,51.24,76.38,0.75,0.14,2.97,12.19
2563,Sona,Support,SUPPORT,S,55.35,7.88,52.16,96.83,4.17,0.31,2.95,12.19
2564,Soraka,Support,SUPPORT,S,66.64,0.47,50.92,95.17,8.09,3.65,2.85,12.19
2565,Swain,Mage,MID,A,51.6,-4.71,52.44,36.9,2.33,3.89,2.65,12.19
2566,Swain,Mage,SUPPORT,A,48.97,1.64,51.3,46.35,3.44,3.89,2.35,12.19
2567,Swain,Mage,ADC,B,44.6,0.0,53.97,10.97,0.6,3.89,2.84,12.19
2568,Sylas,Mage,MID,God,82.54,-2.58,50.15,88.29,12.44,11.42,2.19,12.19
2569,Syndra,Mage,MID,God,89.42,47.15,50.22,91.28,14.37,9.84,2.28,12.19
2570,Tahm Kench,Support,TOP,A,50.19,5.22,50.86,54.34,1.77,1.0,2.32,12.19
2571,Tahm Kench,Support,SUPPORT,D,29.07,3.54,46.06,35.01,0.93,1.0,2.29,12.19
2572,Taliyah,Mage,MID,B,43.83,-4.4,50.17,48.61,1.81,1.66,2.29,12.19
2573,Taliyah,Mage,JUNGLE,D,34.74,2.17,48.76,42.38,1.73,1.66,2.68,12.19
2574,Talon,Assassin,MID,B,44.08,-0.64,49.56,49.81,2.46,1.75,2.15,12.19
2575,Talon,Assassin,JUNGLE,D,32.91,2.03,47.71,47.1,2.16,1.75,2.47,12.19
2576,Taric,Support,SUPPORT,B,48.1,0.5,52.67,89.68,2.0,0.42,2.75,12.19
2577,Teemo,Marksman,TOP,A,53.24,-0.82,51.0,76.55,4.21,6.9,1.77,12.19
2578,Thresh,Support,SUPPORT,God,71.12,-0.18,49.76,97.89,10.43,2.15,2.67,12.19
2579,Tristana,Marksman,ADC,S,58.72,5.63,52.11,87.89,9.62,3.83,2.45,12.19
2580,Trundle,Fighter,JUNGLE,B,47.76,-1.37,51.32,76.59,3.16,2.69,2.81,12.19
2581,Trundle,Fighter,TOP,C,40.9,-4.9,48.74,19.85,0.78,2.69,1.64,12.19
2582,Tryndamere,Fighter,MID,A,49.99,9.71,56.33,10.96,0.33,3.28,2.28,12.19
2583,Tryndamere,Fighter,TOP,A,48.16,0.64,50.09,82.47,2.61,3.28,1.86,12.19
2584,Twisted Fate,Mage,MID,C,40.49,-0.71,47.95,89.34,2.05,0.12,2.29,12.19
2585,Twitch,Marksman,ADC,A,52.0,0.14,51.32,76.56,7.02,8.02,2.45,12.19
2586,Twitch,Marksman,SUPPORT,D,35.5,0.0,49.4,10.3,0.95,8.02,2.14,12.19
2587,Udyr,Fighter,JUNGLE,God,73.53,-17.6,53.12,75.42,6.23,24.35,2.82,12.19
2588,Udyr,Fighter,TOP,C,40.02,-4.57,46.19,22.25,1.84,24.35,1.72,12.19
2589,Urgot,Fighter,TOP,A,52.21,0.2,51.74,91.51,2.79,1.15,2.02,12.19
2590,Varus,Marksman,ADC,B,45.01,4.4,50.11,73.01,5.46,1.07,2.43,12.19
2591,Varus,Marksman,MID,C,37.41,-0.28,46.96,24.37,1.93,1.07,2.1,12.19
2592,Vayne,Marksman,ADC,B,45.01,-1.81,49.64,72.22,6.27,8.95,2.09,12.19
2593,Vayne,Marksman,TOP,B,44.83,-0.65,49.65,24.61,1.99,8.95,1.56,12.19
2594,Veigar,Mage,MID,A,49.25,-6.9,48.86,74.82,4.18,3.03,2.26,12.19
2595,Veigar,Mage,ADC,C,36.13,-3.11,51.07,14.11,0.66,3.03,2.36,12.19
2596,Vel'Koz,Mage,MID,B,46.09,0.08,51.61,36.53,0.98,0.52,2.76,12.19
2597,Vel'Koz,Mage,SUPPORT,B,42.55,0.19,51.1,59.73,1.91,0.54,2.28,12.19
2598,Vex,Mage,MID,S,63.51,-4.85,52.26,93.89,5.92,8.81,2.49,12.19
2599,Vi,Fighter,JUNGLE,B,48.13,-3.27,50.23,94.96,4.28,0.97,2.52,12.19
2600,Viego,Assassin,JUNGLE,S,68.63,3.28,49.33,92.83,9.32,4.01,2.44,12.19
2601,Viktor,Mage,MID,S,66.99,-4.03,51.17,95.69,7.93,5.94,2.33,12.19
2602,Vladimir,Mage,MID,S,55.89,-6.29,50.84,77.62,4.62,8.25,2.41,12.19
2603,Vladimir,Mage,TOP,C,39.13,-7.61,46.28,20.29,1.13,8.25,1.98,12.19
2604,Volibear,Fighter,JUNGLE,A,50.84,5.05,53.1,55.51,2.8,1.83,2.9,12.19
2605,Volibear,Fighter,TOP,A,48.42,2.47,51.05,41.35,2.22,1.83,1.74,12.19
2606,Warwick,Fighter,JUNGLE,A,51.35,-4.34,51.34,68.04,4.45,4.26,2.3,12.19
2607,Warwick,Fighter,TOP,A,48.5,3.42,51.41,29.69,1.56,4.26,1.87,12.19
2608,Wukong,Fighter,TOP,B,47.37,6.75,50.97,35.57,0.88,1.12,2.09,12.19
2609,Wukong,Fighter,JUNGLE,D,31.66,1.06,48.07,58.45,1.5,1.12,2.62,12.19
2610,Xayah,Marksman,ADC,C,39.14,2.87,49.19,97.73,3.93,0.52,2.31,12.19
2611,Xerath,Mage,MID,A,51.39,0.51,51.41,38.23,1.91,2.56,3.26,12.19
2612,Xerath,Mage,SUPPORT,A,50.46,-0.28,52.24,57.57,2.94,2.56,2.7,12.19
2613,Xin Zhao,Fighter,JUNGLE,D,35.11,0.76,49.89,88.22,1.78,0.29,2.29,12.19
2614,Yasuo,Fighter,MID,God,71.12,-9.66,48.08,66.51,9.66,20.63,1.75,12.19
2615,Yasuo,Fighter,TOP,B,43.79,1.84,48.74,15.22,2.0,20.63,1.53,12.19
2616,Yasuo,Fighter,ADC,D,34.61,-1.13,49.24,17.08,2.15,20.63,1.98,12.19
2617,Yone,Assassin,MID,God,69.5,-3.25,50.6,63.13,8.77,13.39,1.96,12.19
2618,Yone,Assassin,TOP,A,49.96,-0.92,49.02,33.86,4.35,13.39,1.68,12.19
2619,Yorick,Fighter,TOP,A,49.23,-0.42,51.02,91.41,3.02,3.02,1.58,12.19
2620,Yuumi,Support,SUPPORT,God,90.73,-1.82,46.64,98.74,11.03,31.41,4.07,12.19
2621,Zac,Tank,JUNGLE,S,57.41,4.09,52.14,76.45,3.83,3.4,3.59,12.19
2622,Zac,Tank,TOP,A,50.09,-4.96,51.25,10.57,0.54,3.4,2.64,12.19
2623,Zed,Assassin,MID,God,82.18,-9.63,50.64,75.44,8.57,35.73,2.32,12.19
2624,Zed,Assassin,JUNGLE,C,38.56,-2.13,47.8,20.44,2.14,35.73,2.58,12.19
2625,Zeri,Marksman,ADC,D,22.98,-0.87,44.0,90.68,1.43,0.72,2.19,12.19
2626,Ziggs,Mage,MID,B,43.56,-1.92,50.54,58.28,1.41,0.24,2.38,12.19
2627,Ziggs,Mage,ADC,D,34.72,-3.74,49.83,31.34,0.69,0.24,2.52,12.19
2628,Zilean,Support,SUPPORT,A,51.12,-0.94,51.47,78.98,3.02,2.14,3.14,12.19
2629,Zilean,Support,MID,B,46.7,-2.21,51.0,15.73,0.59,2.14,3.34,12.19
2630,Zoe,Mage,MID,A,51.81,1.74,50.73,86.98,3.36,2.1,2.66,12.19
2631,Zoe,Mage,SUPPORT,D,27.48,1.75,46.66,11.46,0.39,1.95,2.07,12.19
2632,Zyra,Mage,SUPPORT,A,50.01,-2.48,51.99,88.3,3.66,2.44,2.16,12.19
2633,Aatrox,Fighter,TOP,A,55.11,-3.14,48.97,94.09,4.33,1.97,1.92,12.2
2634,Ahri,Mage,MID,A,55.85,2.64,50.71,93.24,4.56,1.04,2.55,12.2
2635,Akali,Assassin,TOP,God,87.73,29.87,49.7,44.38,6.19,21.71,2.13,12.2
2636,Akali,Assassin,MID,S,74.58,9.28,49.85,55.4,8.26,21.71,2.42,12.2
2637,Akshan,Marksman,MID,S,63.49,3.64,51.94,59.7,4.86,23.1,2.28,12.2
2638,Akshan,Marksman,TOP,A,56.86,0.98,51.71,33.35,2.7,23.1,2.0,12.2
2639,Alistar,Tank,SUPPORT,B,43.57,-2.51,50.07,98.09,3.26,0.67,2.5,12.2
2640,Amumu,Tank,JUNGLE,A,53.55,7.86,52.93,86.38,3.74,1.64,2.68,12.2
2641,Amumu,Tank,SUPPORT,D,31.37,-4.51,50.03,12.29,0.36,1.64,2.05,12.2
2642,Anivia,Mage,MID,A,54.65,1.28,52.2,82.13,3.2,2.91,2.63,12.2
2643,Anivia,Mage,SUPPORT,D,25.66,-6.07,47.11,11.75,0.4,2.92,2.14,12.2
2644,Annie,Mage,MID,B,45.69,-3.12,50.77,84.72,1.99,0.65,2.39,12.2
2645,Aphelios,Marksman,ADC,C,37.52,1.55,47.3,98.31,6.45,1.26,2.04,12.2
2646,Ashe,Marksman,ADC,C,36.88,-6.2,48.52,90.75,4.4,0.83,2.27,12.2
2647,Aurelion Sol,Mage,MID,B,41.78,-0.37,50.45,88.01,0.89,0.26,2.53,12.2
2648,Azir,Mage,MID,C,33.91,1.22,47.43,92.57,1.11,0.2,2.09,12.2
2649,Bard,Support,SUPPORT,A,48.36,-1.45,50.65,97.43,3.58,0.87,3.01,12.2
2650,Blitzcrank,Tank,SUPPORT,S,72.94,5.14,52.8,99.27,8.28,18.58,2.46,12.2
2651,Brand,Mage,SUPPORT,B,41.45,-3.75,48.71,75.97,4.18,5.4,1.78,12.2
2652,Brand,Mage,MID,B,37.88,-3.33,50.04,14.02,0.8,5.92,1.98,12.2
2653,Braum,Support,SUPPORT,B,40.45,-6.29,49.42,99.06,2.44,0.33,2.74,12.2
2654,Caitlyn,Marksman,ADC,God,84.24,-4.25,50.12,98.5,18.96,19.84,2.31,12.2
2655,Camille,Fighter,TOP,God,81.87,-2.74,50.36,96.9,6.64,6.65,2.0,12.2
2656,Cassiopeia,Mage,MID,A,47.6,3.52,51.63,71.07,2.39,1.43,2.13,12.2
2657,Cassiopeia,Mage,TOP,D,28.42,2.22,50.83,19.16,0.67,1.39,1.81,12.2
2658,Cho'Gath,Tank,TOP,A,47.05,-5.71,50.94,68.83,2.57,0.87,2.14,12.2
2659,Cho'Gath,Tank,MID,B,38.75,1.0,50.0,19.46,0.53,0.87,2.38,12.2
2660,Corki,Marksman,MID,S,68.01,9.82,49.34,93.02,8.73,6.56,2.17,12.2
2661,Darius,Fighter,TOP,God,83.17,-0.79,48.79,95.8,6.72,15.35,1.85,12.2
2662,Diana,Fighter,JUNGLE,God,91.29,8.33,51.25,86.44,13.02,19.18,2.46,12.2
2663,Diana,Fighter,MID,B,46.58,-2.47,51.14,12.82,1.94,19.18,2.16,12.2
2664,Dr. Mundo,Marksman,TOP,A,58.14,-4.59,51.06,91.82,3.73,2.69,2.19,12.2
2665,Draven,Fighter,ADC,B,44.81,-1.56,50.93,94.91,5.33,10.37,2.16,12.2
2666,Ekko,Assassin,JUNGLE,A,57.22,1.29,50.44,64.85,6.17,3.99,2.74,12.2
2667,Ekko,Assassin,MID,A,49.04,2.26,50.64,33.14,3.03,3.99,2.29,12.2
2668,Elise,Mage,JUNGLE,B,41.41,0.82,50.37,95.75,2.12,1.56,2.56,12.2
2669,Evelynn,Assassin,JUNGLE,A,47.98,-0.06,50.07,98.88,3.35,8.33,2.92,12.2
2670,Ezreal,Marksman,ADC,S,71.21,-4.77,48.8,97.15,18.07,5.07,2.36,12.2
2671,Fiddlesticks,Mage,JUNGLE,B,44.63,-1.37,50.43,93.42,2.75,2.53,2.7,12.2
2672,Fiora,Fighter,TOP,God,78.31,3.22,50.41,97.66,6.17,10.46,1.77,12.2
2673,Fizz,Assassin,MID,A,52.91,0.66,50.17,96.17,4.08,4.45,2.44,12.2
2674,Galio,Tank,MID,B,44.05,-2.81,49.33,61.58,1.98,0.43,2.65,12.2
2675,Galio,Tank,SUPPORT,D,28.64,-8.25,47.11,35.02,1.08,0.43,2.28,12.2
2676,Gangplank,Fighter,TOP,A,60.8,-4.78,47.01,87.53,5.44,4.02,1.98,12.2
2677,Gangplank,Fighter,MID,B,37.83,1.26,49.29,12.8,0.8,4.0,2.28,12.2
2678,Garen,Fighter,TOP,God,77.32,3.32,50.46,88.37,6.33,2.42,2.06,12.2
2679,Gnar,Fighter,TOP,A,47.37,0.28,49.37,97.96,3.21,0.65,2.03,12.2
2680,Gragas,Fighter,TOP,B,42.66,5.2,48.39,50.02,2.72,0.4,2.28,12.2
2681,Gragas,Fighter,JUNGLE,C,34.6,-1.51,47.84,34.19,1.6,0.4,2.7,12.2
2682,Graves,Marksman,JUNGLE,A,55.91,-3.92,49.66,70.68,6.37,6.21,2.61,12.2
2683,Graves,Marksman,TOP,C,36.78,-6.0,49.53,22.57,2.01,6.21,1.76,12.2
